epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,31.0186,0.27689,2.09311,1.02453,0.00334,1,0.74625,0.67783,0.29379,3.31729,0.50184,0.000212918,0.000212918,0.000212918
17,32.7754,0.58435,1.96969,1.32336,0.00333,1,0.70458,0.64652,0.34768,3.32837,0.59615,0.000224472,0.000224472,0.000224472
18,34.5239,0.27334,1.8651,0.97221,0.00333,1,0.70458,0.64652,0.34768,3.32837,0.59615,0.000235695,0.000235695,0.000235695
19,36.4585,0.2319,1.79089,0.97958,0.00335,1,0.68375,0.59675,0.5047,3.41605,0.76801,0.000246589,0.000246589,0.000246589
20,38.1439,0.39496,2.12112,1.15503,0.00335,1,0.68375,0.59675,0.5047,3.41605,0.76801,0.000257153,0.000257153,0.000257153
21,40.0977,0.2994,1.70982,1.1128,0.00337,1,0.67681,0.46271,1.0179,3.76384,1.1927,0.000267387,0.000267387,0.000267387
22,42.2903,0.21409,1.7349,1.03827,0.00337,1,0.67681,0.46271,1.0179,3.76384,1.1927,0.00027729,0.00027729,0.00027729
23,44.3792,0.26832,1.62424,1.04871,0.00342,1,0.54212,0.32105,1.96334,4.16744,2.06223,0.000286864,0.000286864,0.000286864
24,46.6882,0.21904,1.423,0.97206,0.00342,1,0.54212,0.32105,1.96334,4.16744,2.06223,0.000296108,0.000296108,0.000296108
25,48.8206,0.20066,1.5741,0.94025,0.00275,0.75,0.47143,0.19759,2.88115,4.89403,2.88066,0.000305021,0.000305021,0.000305021
26,50.6987,0.26756,1.44943,1.05358,0.00275,0.75,0.47143,0.19759,2.88115,4.89403,2.88066,0.000313604,0.000313604,0.000313604
27,52.5758,0.26876,1.35805,0.99939,0.00211,0.5,0.24875,0.05302,3.14913,4.94554,3.02852,0.000321858,0.000321858,0.000321858
28,54.4284,0.18102,1.16552,0.9959,0.00211,0.5,0.24875,0.05302,3.14913,4.94554,3.02852,0.000329781,0.000329781,0.000329781
29,56.284,0.28071,1.49366,1.10694,0.00291,0.75,0.44527,0.19356,2.71703,4.49716,2.71758,0.000337374,0.000337374,0.000337374
30,58.0078,0.25724,1.35782,1.03569,0.00291,0.75,0.44527,0.19356,2.71703,4.49716,2.71758,0.000344637,0.000344637,0.000344637
31,59.8941,0.17524,1.11394,0.9593,0.00362,1,0.63,0.28765,2.1092,4.06751,2.24172,0.00035157,0.00035157,0.00035157
32,61.6253,0.25261,1.28202,0.98507,0.00362,1,0.63,0.28765,2.1092,4.06751,2.24172,0.000358173,0.000358173,0.000358173
33,63.4899,0.17135,1.01703,0.92796,0.00375,1,0.78667,0.45168,2.05838,4.04675,2.08748,0.000364446,0.000364446,0.000364446
34,65.2878,0.19642,1.03213,0.94657,0.00375,1,0.78667,0.45168,2.05838,4.04675,2.08748,0.000370389,0.000370389,0.000370389
35,67.1005,0.22466,1.20846,1.02751,0.00373,1,0.795,0.4724,1.96616,3.94101,1.95334,0.000376002,0.000376002,0.000376002
36,68.872,0.28711,1.5672,1.01105,0.00373,1,0.795,0.4724,1.96616,3.94101,1.95334,0.000381285,0.000381285,0.000381285
37,70.7003,0.25106,1.09271,0.93667,0.00386,1,0.77833,0.49037,1.75966,4.06027,1.65788,0.000386237,0.000386237,0.000386237
38,72.4342,0.36578,1.02138,1.01991,0.00386,1,0.77833,0.49037,1.75966,4.06027,1.65788,0.00039086,0.00039086,0.00039086
39,74.3288,0.23195,0.93664,0.99415,0.00396,1,0.765,0.50505,1.54055,3.92513,1.41842,0.000395152,0.000395152,0.000395152
40,76.0801,0.23634,0.94649,0.90193,0.00396,1,0.765,0.50505,1.54055,3.92513,1.41842,0.000399115,0.000399115,0.000399115
41,77.9099,0.22057,0.92804,1.01365,0.0039,1,0.81643,0.54863,1.25744,3.58598,1.21424,0.000402747,0.000402747,0.000402747
42,79.7154,0.26569,1.19333,0.97174,0.0039,1,0.81643,0.54863,1.25744,3.58598,1.21424,0.00040605,0.00040605,0.00040605
43,81.6732,0.26132,0.99707,0.99126,0.70425,0.55432,0.87,0.60286,1.17654,3.61829,1.18602,0.000409022,0.000409022,0.000409022
44,83.4053,0.21198,0.92233,0.93863,0.70425,0.55432,0.87,0.60286,1.17654,3.61829,1.18602,0.000411664,0.000411664,0.000411664
45,85.2836,0.22272,0.79728,0.94188,0.77313,0.91608,0.995,0.53429,1.5096,3.45607,1.80499,0.000413976,0.000413976,0.000413976
46,87.0002,0.26713,0.92632,0.99997,0.77313,0.91608,0.995,0.53429,1.5096,3.45607,1.80499,0.000415958,0.000415958,0.000415958
47,88.9743,0.25185,0.93688,0.94252,0.60598,0.69264,0.6214,0.41008,1.62748,3.74175,2.03608,0.00041761,0.00041761,0.00041761
48,90.6662,0.26321,0.88222,0.9093,0.60598,0.69264,0.6214,0.41008,1.62748,3.74175,2.03608,0.000418932,0.000418932,0.000418932
49,92.5035,0.41886,0.90764,1.10656,0.57079,0.7476,0.74515,0.39746,2.22321,4.32732,2.56481,0.000419924,0.000419924,0.000419924
50,94.225,0.21001,0.83401,0.94564,0.57079,0.7476,0.74515,0.39746,2.22321,4.32732,2.56481,0.000420586,0.000420586,0.000420586
51,96.1757,0.30818,0.83818,1.00845,0.5852,0.75,0.6214,0.26087,2.30725,4.40524,2.95758,0.000420918,0.000420918,0.000420918
52,97.8999,0.23584,0.84374,0.9769,0.5852,0.75,0.6214,0.26087,2.30725,4.40524,2.95758,0.000420919,0.000420919,0.000420919
53,99.6825,0.46295,1.24137,1.08449,0.5852,0.75,0.6214,0.26087,2.30725,4.40524,2.95758,0.000420591,0.000420591,0.000420591
54,101.567,0.31487,1.04882,1.06866,0.56362,0.68225,0.6214,0.29803,2.21003,4.08861,2.85722,0.000419932,0.000419932,0.000419932
55,103.427,0.26755,1.06904,0.97842,0.56362,0.68225,0.6214,0.29803,2.21003,4.08861,2.85722,0.000418944,0.000418944,0.000418944
56,105.145,0.20845,0.75839,0.94811,0.56362,0.68225,0.6214,0.29803,2.21003,4.08861,2.85722,0.000417625,0.000417625,0.000417625
57,106.925,0.21154,0.95913,0.97923,0.55163,0.73042,0.62141,0.33535,2.17914,4.27864,2.61147,0.000415977,0.000415977,0.000415977
58,108.716,0.22671,0.78855,0.99676,0.55163,0.73042,0.62141,0.33535,2.17914,4.27864,2.61147,0.000413998,0.000413998,0.000413998
59,110.464,0.20762,0.75627,0.98923,0.55163,0.73042,0.62141,0.33535,2.17914,4.27864,2.61147,0.000411689,0.000411689,0.000411689
60,112.423,0.23717,0.7543,0.97623,0.55689,0.75,0.62141,0.42244,1.7529,3.5141,1.91636,0.00040905,0.00040905,0.00040905
61,114.211,0.24825,0.77899,0.84108,0.55689,0.75,0.62141,0.42244,1.7529,3.5141,1.91636,0.000406081,0.000406081,0.000406081
62,115.985,0.24736,0.82219,0.99077,0.55689,0.75,0.62141,0.42244,1.7529,3.5141,1.91636,0.000402782,0.000402782,0.000402782
63,117.798,0.21821,0.71402,0.9589,0.67018,0.75,0.66292,0.5534,1.16018,2.89737,1.23871,0.000399153,0.000399153,0.000399153
64,119.522,0.27599,0.86279,0.94644,0.67018,0.75,0.66292,0.5534,1.16018,2.89737,1.23871,0.000395194,0.000395194,0.000395194
65,121.304,0.22692,0.69489,0.90237,0.67018,0.75,0.66292,0.5534,1.16018,2.89737,1.23871,0.000390905,0.000390905,0.000390905
66,123.256,0.17899,0.70055,0.90404,0.66015,0.95786,0.87,0.73664,0.99895,2.50415,1.12909,0.000386286,0.000386286,0.000386286
67,125.267,0.30065,0.86263,0.98963,0.66015,0.95786,0.87,0.73664,0.99895,2.50415,1.12909,0.000381336,0.000381336,0.000381336
68,126.942,0.1987,0.69907,0.99457,0.66015,0.95786,0.87,0.73664,0.99895,2.50415,1.12909,0.000376057,0.000376057,0.000376057
69,128.712,0.20435,0.87103,1.02703,0.79025,1,0.995,0.77037,0.91406,2.24578,1.06249,0.000370447,0.000370447,0.000370447
70,130.398,0.20056,0.69915,0.93816,0.79025,1,0.995,0.77037,0.91406,2.24578,1.06249,0.000364508,0.000364508,0.000364508
71,132.108,0.33585,0.90465,1.15313,0.79025,1,0.995,0.77037,0.91406,2.24578,1.06249,0.000358238,0.000358238,0.000358238
72,133.917,0.20115,0.91763,0.90054,0.79766,1,0.995,0.80248,0.85149,2.18234,1.02843,0.000351639,0.000351639,0.000351639
73,135.662,0.233,0.90361,1.02804,0.79766,1,0.995,0.80248,0.85149,2.18234,1.02843,0.000344709,0.000344709,0.000344709
74,137.362,0.1926,0.82348,0.98217,0.79766,1,0.995,0.80248,0.85149,2.18234,1.02843,0.000337449,0.000337449,0.000337449
75,139.12,0.18968,0.71746,0.96793,0.96912,1,0.995,0.82655,0.79906,1.8705,0.962,0.000329859,0.000329859,0.000329859
76,140.9,0.21311,0.65549,0.98733,0.96912,1,0.995,0.82655,0.79906,1.8705,0.962,0.000321939,0.000321939,0.000321939
77,142.756,0.30128,0.88276,1.10763,0.96912,1,0.995,0.82655,0.79906,1.8705,0.962,0.000313689,0.000313689,0.000313689
78,144.5,0.1599,0.70962,0.90149,0.96516,0.9914,0.995,0.87027,0.39668,1.78571,0.55488,0.000305109,0.000305109,0.000305109
79,146.22,0.17902,0.71184,0.93252,0.96516,0.9914,0.995,0.87027,0.39668,1.78571,0.55488,0.000296199,0.000296199,0.000296199
80,147.96,0.17627,0.68254,0.91184,0.96516,0.9914,0.995,0.87027,0.39668,1.78571,0.55488,0.000286959,0.000286959,0.000286959
81,149.715,0.2059,0.85757,0.91836,0.91127,0.98457,0.995,0.89528,0.339,1.6736,0.49571,0.000277389,0.000277389,0.000277389
82,151.485,0.18988,0.8371,0.92966,0.91127,0.98457,0.995,0.89528,0.339,1.6736,0.49571,0.000267488,0.000267488,0.000267488
83,153.249,0.13675,0.72831,0.9449,0.91127,0.98457,0.995,0.89528,0.339,1.6736,0.49571,0.000257258,0.000257258,0.000257258
84,155.074,0.21969,0.7854,0.91231,0.90119,0.98472,0.995,0.95764,0.30233,1.59031,0.46114,0.000246698,0.000246698,0.000246698
85,156.809,0.17705,0.63974,0.88333,0.90119,0.98472,0.995,0.95764,0.30233,1.59031,0.46114,0.000235807,0.000235807,0.000235807
86,158.535,0.21363,0.67038,0.93298,0.90119,0.98472,0.995,0.95764,0.30233,1.59031,0.46114,0.000224587,0.000224587,0.000224587
87,160.339,0.1375,0.73658,0.95823,0.90119,0.98472,0.995,0.95764,0.30233,1.59031,0.46114,0.000213036,0.000213036,0.000213036
88,162.145,0.1713,0.84888,0.97619,0.91445,0.98962,0.995,0.95764,0.27199,1.47291,0.42178,0.000201155,0.000201155,0.000201155
89,163.922,0.18307,0.70271,0.9224,0.91445,0.98962,0.995,0.95764,0.27199,1.47291,0.42178,0.000188944,0.000188944,0.000188944
90,165.667,0.15118,0.61379,0.90021,0.91445,0.98962,0.995,0.95764,0.27199,1.47291,0.42178,0.000176404,0.000176404,0.000176404
91,167.36,0.18662,1.62567,0.98031,0.91445,0.98962,0.995,0.95764,0.27199,1.47291,0.42178,0.000163533,0.000163533,0.000163533
92,169.092,0.27602,1.72633,1.11068,0.93766,0.99669,0.995,0.995,0.24468,1.3623,0.39302,0.000150332,0.000150332,0.000150332
93,170.838,0.15953,1.59956,0.95518,0.93766,0.99669,0.995,0.995,0.24468,1.3623,0.39302,0.000136801,0.000136801,0.000136801
94,172.557,0.18315,1.52936,1.01629,0.93766,0.99669,0.995,0.995,0.24468,1.3623,0.39302,0.00012294,0.00012294,0.00012294
95,174.269,0.23327,1.38895,1.04246,0.93766,0.99669,0.995,0.995,0.24468,1.3623,0.39302,0.000108748,0.000108748,0.000108748
96,176.061,0.19229,1.59959,0.93189,0.95634,1,0.995,0.995,0.2255,1.27723,0.36678,9.42272e-05,9.42272e-05,9.42272e-05
97,177.781,0.50521,2.10091,1.3405,0.95634,1,0.995,0.995,0.2255,1.27723,0.36678,7.93759e-05,7.93759e-05,7.93759e-05
98,179.458,0.2006,1.53333,1.13267,0.95634,1,0.995,0.995,0.2255,1.27723,0.36678,6.41945e-05,6.41945e-05,6.41945e-05
99,181.212,0.25507,1.77811,1.13145,0.95634,1,0.995,0.995,0.2255,1.27723,0.36678,4.86831e-05,4.86831e-05,4.86831e-05
100,183.008,0.17934,1.37122,1.03138,0.96783,1,0.995,0.995,0.2165,1.23255,0.36283,3.28416e-05,3.28416e-05,3.28416e-05
