epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,287.873,0.24834,0.87135,0.99111,0.62726,0.32143,0.33602,0.30885,0.80674,3.83616,1.01693,0.00123394,0.00123394,0.00123394
19,361.304,0.25617,0.83232,0.99428,0.55115,0.69814,0.60589,0.53811,1.01743,3.89225,1.38291,0.00128774,0.00128774,0.00128774
20,425.809,0.24866,0.81247,0.9821,0.63191,0.77026,0.65705,0.49296,1.10199,2.76358,1.35407,0.0013399,0.0013399,0.0013399
21,451.371,0.21291,0.794,0.96702,0.59017,0.84858,0.69493,0.58624,0.85188,2.14797,1.10094,0.00133693,0.00133693,0.00133693
22,495.845,0.21475,0.73929,0.96468,0.77708,0.79008,0.84488,0.73855,0.68368,1.47806,0.82457,0.00132043,0.00132043,0.00132043
23,521.086,0.21619,0.69159,0.94084,0.894,0.8478,0.91251,0.76633,0.66631,1.86593,0.83564,0.00130393,0.00130393,0.00130393
24,535.172,0.25362,0.74039,0.99207,0.86367,0.89286,0.90436,0.74997,0.62621,2.4956,0.86292,0.00128742,0.00128742,0.00128742
25,576.156,0.20777,0.7148,0.95497,0.83651,0.85714,0.93726,0.84168,0.49558,1.63543,0.61472,0.00127092,0.00127092,0.00127092
26,589.948,0.20812,0.66594,0.92425,0.91872,0.92857,0.93351,0.86876,0.46822,1.37236,0.57712,0.00125442,0.00125442,0.00125442
27,603.686,0.22441,0.73603,0.9704,0.86515,0.82381,0.87241,0.79321,0.51979,1.58985,0.67462,0.00123791,0.00123791,0.00123791
28,617.522,0.21541,0.76957,0.95758,0.62713,0.71906,0.7064,0.64048,0.3972,2.52451,0.49323,0.00122141,0.00122141,0.00122141
29,631.388,0.21936,0.76551,0.96253,0.57126,0.64286,0.62171,0.56252,0.37659,2.51403,0.4465,0.00120491,0.00120491,0.00120491
30,674.455,0.21635,0.66544,0.96968,0.69527,0.75,0.75432,0.7255,0.34806,1.97507,0.43747,0.0011884,0.0011884,0.0011884
31,751.127,0.19151,0.71557,0.91962,0.95082,0.96429,0.95756,0.9011,0.40953,1.17993,0.57073,0.0011719,0.0011719,0.0011719
32,790.561,0.18678,0.58391,0.93746,0.84699,0.83237,0.92916,0.85187,0.44228,1.76229,0.6507,0.0011554,0.0011554,0.0011554
33,804.85,0.19207,0.66847,0.95967,0.6406,0.71267,0.70158,0.61902,0.46265,3.0119,0.70695,0.00113889,0.00113889,0.00113889
34,818.903,0.2084,0.64667,0.95766,0.66376,0.58927,0.62157,0.61088,0.40424,3.27928,0.60813,0.00112239,0.00112239,0.00112239
35,832.96,0.19163,0.66623,0.92966,0.64703,0.58462,0.63308,0.60627,0.44065,2.98516,0.65725,0.00110589,0.00110589,0.00110589
36,847.2,0.18954,0.58981,0.94295,0.62708,0.57992,0.6302,0.54504,0.85811,3.64843,1.02132,0.00108938,0.00108938,0.00108938
37,861.22,0.2273,0.64315,0.95957,0.6209,0.68008,0.64881,0.57496,0.59888,3.48847,0.7328,0.00107288,0.00107288,0.00107288
38,875.018,0.19458,0.63431,0.95809,0.62805,0.65472,0.54087,0.45762,0.5906,3.45408,0.68285,0.00105638,0.00105638,0.00105638
39,888.856,0.20298,0.63815,0.96387,0.62227,0.59837,0.49803,0.40225,0.629,3.67959,0.74687,0.00103987,0.00103987,0.00103987
40,902.667,0.18328,0.58151,0.92555,0.60455,0.59605,0.4958,0.43437,0.55367,3.36382,0.72291,0.00102337,0.00102337,0.00102337
41,916.459,0.17675,0.60124,0.92559,0.62968,0.60871,0.50675,0.42843,0.51875,2.97526,0.7276,0.00100687,0.00100687,0.00100687
42,930.249,0.17731,0.65608,0.9372,0.67443,0.62779,0.61759,0.53587,0.40229,2.51418,0.60059,0.000990365,0.000990365,0.000990365
43,943.967,0.19062,0.64904,0.93499,0.67725,0.808,0.89275,0.79984,0.33602,1.97988,0.49896,0.000973861,0.000973861,0.000973861
44,957.928,0.15805,0.5169,0.94301,0.837,0.80232,0.94419,0.86182,0.36986,1.50082,0.50681,0.000957358,0.000957358,0.000957358
45,971.676,0.15494,0.5339,0.92337,0.86078,0.77046,0.907,0.87748,0.37796,1.4159,0.50349,0.000940855,0.000940855,0.000940855
46,985.305,0.14864,0.48002,0.93168,0.93576,0.86056,0.98813,0.89562,0.42486,1.09022,0.60893,0.000924352,0.000924352,0.000924352
47,1027.68,0.1529,0.47476,0.91703,0.88691,0.96429,0.9535,0.87622,0.45778,0.97942,0.63185,0.000907848,0.000907848,0.000907848
48,1042.1,0.1591,0.47159,0.95015,0.97899,1,0.995,0.90298,0.39905,0.88766,0.57962,0.000891345,0.000891345,0.000891345
49,1055.84,0.15548,0.51469,0.90972,0.97763,1,0.995,0.91444,0.38733,0.92488,0.54383,0.000874842,0.000874842,0.000874842
50,1069.78,0.15325,0.51053,0.92361,0.98203,0.96429,0.99267,0.91726,0.41202,0.92376,0.60624,0.000858338,0.000858338,0.000858338
51,1083.75,0.16239,0.47873,0.93109,0.98762,0.96429,0.99267,0.92393,0.39414,0.98501,0.57345,0.000841835,0.000841835,0.000841835
52,1097.57,0.15093,0.51292,0.93091,0.98705,0.9603,0.98579,0.91391,0.41151,1.0462,0.5293,0.000825332,0.000825332,0.000825332
53,1111.3,0.13831,0.48531,0.91023,0.96088,0.9965,0.99267,0.94886,0.34949,0.94295,0.47558,0.000808828,0.000808828,0.000808828
54,1125.13,0.14919,0.48991,0.93638,0.95851,0.9764,0.99267,0.97779,0.2805,0.90207,0.40293,0.000792325,0.000792325,0.000792325
55,1138.97,0.13799,0.47349,0.93112,0.99175,0.98748,0.995,0.995,0.26359,0.86419,0.397,0.000775822,0.000775822,0.000775822
56,1152.7,0.12755,0.38915,0.90727,0.99599,1,0.995,0.995,0.26714,0.76988,0.38797,0.000759318,0.000759318,0.000759318
57,1166.45,0.13114,0.41523,0.90811,0.99516,1,0.995,0.95916,0.28705,0.81449,0.40129,0.000742815,0.000742815,0.000742815
58,1180.21,0.14331,0.49231,0.91807,0.99165,1,0.995,0.93636,0.35408,0.86539,0.47989,0.000726312,0.000726312,0.000726312
59,1194.2,0.13495,0.45309,0.91837,0.99277,1,0.995,0.93698,0.36874,0.87505,0.49003,0.000709809,0.000709809,0.000709809
60,1208.63,0.16116,0.51392,0.92686,0.99264,1,0.995,0.995,0.23503,0.73897,0.37153,0.000693305,0.000693305,0.000693305
61,1222.73,0.13766,0.42696,0.92271,0.97382,0.93429,0.995,0.97289,0.20952,0.78712,0.3351,0.000676802,0.000676802,0.000676802
62,1236.77,0.14914,0.46472,0.96995,0.87517,0.93619,0.995,0.97602,0.20963,0.93208,0.32503,0.000660299,0.000660299,0.000660299
63,1250.7,0.13258,0.4733,0.90903,0.8875,0.90469,0.99094,0.97585,0.22896,0.97147,0.34125,0.000643795,0.000643795,0.000643795
64,1264.56,0.12159,0.39864,0.91453,0.9736,0.99718,0.995,0.995,0.25266,0.77398,0.37156,0.000627292,0.000627292,0.000627292
65,1278.19,0.12893,0.42537,0.9155,0.98429,0.99908,0.995,0.995,0.23408,0.77362,0.35791,0.000610789,0.000610789,0.000610789
66,1291.89,0.1205,0.41667,0.94669,0.98679,0.99956,0.995,0.995,0.20982,0.7348,0.32475,0.000594286,0.000594286,0.000594286
67,1305.64,0.13369,0.43672,0.91965,0.97561,0.99212,0.995,0.99076,0.21683,0.68986,0.32491,0.000577782,0.000577782,0.000577782
68,1319.38,0.11434,0.38998,0.92039,0.96325,0.97588,0.995,0.95798,0.30296,0.71562,0.41796,0.000561279,0.000561279,0.000561279
69,1333.91,0.13314,0.42074,0.93903,0.96297,0.99517,0.995,0.93491,0.3341,0.71918,0.47013,0.000544776,0.000544776,0.000544776
70,1347.67,0.11503,0.35732,0.92216,0.96445,1,0.995,0.93541,0.33259,0.76408,0.46028,0.000528272,0.000528272,0.000528272
71,1361.48,0.11933,0.38729,0.91134,0.98593,1,0.995,0.94286,0.32244,0.73851,0.44999,0.000511769,0.000511769,0.000511769
72,1375.44,0.1305,0.43002,0.91608,0.99311,1,0.995,0.98002,0.26675,0.63304,0.39589,0.000495266,0.000495266,0.000495266
73,1389.11,0.12092,0.39257,0.90593,0.9942,1,0.995,0.98002,0.25065,0.63331,0.37096,0.000478762,0.000478762,0.000478762
74,1403.41,0.12861,0.44064,0.92134,0.99001,1,0.995,0.98002,0.2175,0.65895,0.32007,0.000462259,0.000462259,0.000462259
75,1449.31,0.11238,0.39377,0.91073,0.97792,0.99516,0.995,0.995,0.19511,0.62129,0.30026,0.000445756,0.000445756,0.000445756
76,1471.35,0.1029,0.38388,0.90978,0.96353,0.99966,0.995,0.995,0.17441,0.58028,0.27625,0.000429253,0.000429253,0.000429253
77,1484.82,0.09704,0.35103,0.9079,0.95675,0.99873,0.995,0.995,0.17054,0.58751,0.27295,0.000412749,0.000412749,0.000412749
78,1498.64,0.09919,0.36721,0.91949,0.9514,0.99789,0.995,0.995,0.17354,0.59644,0.27592,0.000396246,0.000396246,0.000396246
79,1511.86,0.10179,0.32242,0.91996,0.95344,0.99808,0.995,0.995,0.17798,0.59008,0.28097,0.000379743,0.000379743,0.000379743
80,1525.63,0.0964,0.36067,0.90631,0.97626,0.99613,0.995,0.995,0.18616,0.55921,0.28684,0.000363239,0.000363239,0.000363239
81,1539.57,0.10075,0.35478,0.91596,0.98588,1,0.995,0.995,0.18955,0.55078,0.28736,0.000346736,0.000346736,0.000346736
82,1553.55,0.09899,0.35932,0.90552,0.9921,1,0.995,0.995,0.19266,0.53998,0.28582,0.000330233,0.000330233,0.000330233
83,1581.05,0.10001,0.33566,0.90121,0.99337,1,0.995,0.995,0.19357,0.53025,0.28488,0.000313729,0.000313729,0.000313729
84,1617.41,0.09612,0.32521,0.918,0.99402,1,0.995,0.995,0.19198,0.5399,0.28023,0.000297226,0.000297226,0.000297226
85,1631.35,0.08687,0.32163,0.91195,0.99416,1,0.995,0.995,0.19899,0.55631,0.28788,0.000280723,0.000280723,0.000280723
86,1649.28,0.08602,0.33181,0.89051,0.99372,1,0.995,0.995,0.21,0.57645,0.3002,0.00026422,0.00026422,0.00026422
87,1663.47,0.10621,0.36605,0.93825,0.99234,1,0.995,0.995,0.22387,0.60321,0.31815,0.000247716,0.000247716,0.000247716
88,1677.04,0.08862,0.32298,0.90882,0.98951,1,0.995,0.995,0.23253,0.61864,0.34216,0.000231213,0.000231213,0.000231213
89,1690.57,0.09027,0.32009,0.87932,0.98943,1,0.995,0.995,0.23689,0.60665,0.35326,0.00021471,0.00021471,0.00021471
90,1704.52,0.07962,0.35708,0.91035,0.98664,1,0.995,0.995,0.23637,0.59801,0.35705,0.000198206,0.000198206,0.000198206
91,1718.04,0.2745,1.28882,1.14959,0.98351,0.99698,0.995,0.995,0.23448,0.59539,0.35677,0.000181703,0.000181703,0.000181703
92,1731.81,0.18826,1.14141,1.04913,0.9861,1,0.995,0.995,0.21658,0.59947,0.3272,0.0001652,0.0001652,0.0001652
93,1745.66,0.10607,0.79528,0.95235,0.98838,1,0.995,0.995,0.20423,0.60801,0.30503,0.000148696,0.000148696,0.000148696
94,1760.01,0.09572,0.60322,0.9653,0.99055,1,0.995,0.995,0.1962,0.62998,0.28864,0.000132193,0.000132193,0.000132193
95,1773.6,0.08175,0.53381,0.94455,0.99356,1,0.995,0.995,0.19261,0.66158,0.27885,0.00011569,0.00011569,0.00011569
96,1787.36,0.07611,0.43747,0.92149,0.99582,1,0.995,0.995,0.18868,0.71104,0.26791,9.91865e-05,9.91865e-05,9.91865e-05
97,1801.68,0.0637,0.40472,0.8908,0.99622,1,0.995,0.995,0.18737,0.71157,0.26549,8.26832e-05,8.26832e-05,8.26832e-05
98,1815.83,0.07659,0.41576,0.93624,0.99643,1,0.995,0.995,0.1861,0.69844,0.26268,6.61799e-05,6.61799e-05,6.61799e-05
99,1830.18,0.07112,0.40536,0.90328,0.99649,1,0.995,0.995,0.18609,0.68802,0.26212,4.96766e-05,4.96766e-05,4.96766e-05
100,1844.38,0.06608,0.38295,0.92209,0.99654,1,0.995,0.995,0.18835,0.68112,0.26542,3.31733e-05,3.31733e-05,3.31733e-05
