epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,25911.9,0.22647,0.86922,0.94744,0.49097,0.63823,0.46411,0.25043,2.00087,9.61487,2.18829,0.00120554,0.00120554,0.00120554
15,25926.8,0.34297,1.18973,1.08708,0.52715,0.6858,0.57725,0.24406,1.89312,5.96686,1.94728,0.001278,0.001278,0.001278
16,25941.7,0.24692,0.92696,1.02434,0.55688,0.82248,0.75063,0.36791,1.42442,5.32447,1.42725,0.00134848,0.00134848,0.00134848
17,25956.5,0.25948,0.89989,1.00467,0.60043,0.73116,0.64973,0.35907,1.34975,4.654,1.3973,0.00140295,0.00140295,0.00140295
18,25971.4,0.23002,0.80839,0.9785,0.39185,0.66922,0.48527,0.16565,1.74076,10.0821,2.11697,0.00138644,0.00138644,0.00138644
19,25986.3,0.21295,0.73031,0.96584,0.38486,0.66092,0.44685,0.16871,2.09742,9.49273,2.46375,0.00136994,0.00136994,0.00136994
20,26001.4,0.20429,0.95529,0.97638,0.60806,0.77203,0.8031,0.67708,0.54468,2.77795,0.76222,0.00135344,0.00135344,0.00135344
21,26016.1,0.24156,0.86568,0.9658,0.72256,0.72379,0.78693,0.62041,0.60633,2.6807,0.74095,0.00133693,0.00133693,0.00133693
22,26030.8,0.26179,0.93524,0.96536,0.55548,0.78416,0.5881,0.41595,0.92736,2.79969,1.10272,0.00132043,0.00132043,0.00132043
23,26045.5,0.22726,0.74298,0.93978,0.66499,0.78321,0.69029,0.49539,0.68951,2.21426,0.84622,0.00130393,0.00130393,0.00130393
24,26060.4,0.20005,0.71895,0.92914,0.92966,0.98219,0.99232,0.97197,0.29126,1.09776,0.3995,0.00128742,0.00128742,0.00128742
25,26075.2,0.20301,0.69135,0.97987,0.97651,0.9989,0.995,0.97456,0.26448,0.96656,0.38814,0.00127092,0.00127092,0.00127092
26,26090.1,0.27822,0.81585,1.03655,0.94204,0.98148,0.98802,0.92059,0.37919,1.10976,0.53955,0.00125442,0.00125442,0.00125442
27,26106,0.22051,0.63938,0.93717,0.94706,0.98148,0.97579,0.78481,0.64559,1.40457,0.81989,0.00123791,0.00123791,0.00123791
28,26121.2,0.21924,0.67707,0.93765,0.75411,0.83333,0.79304,0.57252,0.94908,2.02,1.07273,0.00122141,0.00122141,0.00122141
29,26136.5,0.22902,0.64214,0.95972,0.7991,0.86365,0.86687,0.64219,0.69392,1.71434,0.79378,0.00120491,0.00120491,0.00120491
30,26151.4,0.23557,0.60462,1.02932,0.94427,0.92447,0.96121,0.88085,0.37126,1.08261,0.533,0.0011884,0.0011884,0.0011884
31,26166.3,0.20887,0.62801,0.94276,0.91729,0.97006,0.97118,0.92735,0.34263,1.0032,0.49529,0.0011719,0.0011719,0.0011719
32,26181.5,0.20171,0.66668,0.94218,0.97906,0.99648,0.9925,0.95794,0.32142,1.00704,0.50835,0.0011554,0.0011554,0.0011554
33,26196.5,0.21295,0.71929,0.96489,0.92547,0.92991,0.96709,0.93318,0.31876,1.22435,0.47293,0.00113889,0.00113889,0.00113889
34,26211.9,0.21638,0.66314,0.93151,0.88893,0.91525,0.9335,0.73081,0.64411,1.47923,0.81065,0.00112239,0.00112239,0.00112239
35,26227.1,0.2389,0.69704,0.96703,0.95472,0.94261,0.97165,0.72026,0.7343,1.50342,0.9343,0.00110589,0.00110589,0.00110589
36,26242.4,0.18299,0.55229,0.94659,0.89918,0.91252,0.90515,0.72987,0.68259,1.61093,0.81301,0.00108938,0.00108938,0.00108938
37,26257.6,0.19611,0.57813,0.95131,0.82198,0.94185,0.89048,0.75778,0.49361,1.60287,0.62617,0.00107288,0.00107288,0.00107288
38,26272.8,0.18968,0.54904,0.9351,0.69088,0.71431,0.70809,0.69048,0.34853,2.62046,0.47509,0.00105638,0.00105638,0.00105638
39,26288.2,0.19475,0.51996,0.97116,0.67728,0.63731,0.62902,0.6157,0.32159,3.09107,0.45848,0.00103987,0.00103987,0.00103987
40,26303.9,0.2066,0.5513,0.99531,0.67456,0.73474,0.73911,0.73911,0.26066,2.65044,0.41439,0.00102337,0.00102337,0.00102337
41,26319.6,0.22328,0.56695,1.00142,0.68279,0.74833,0.73694,0.73694,0.25008,2.56569,0.4018,0.00100687,0.00100687,0.00100687
42,26335.1,0.1619,0.46791,0.92534,0.74841,0.87931,0.88087,0.88087,0.19117,1.68394,0.30275,0.000990365,0.000990365,0.000990365
43,26350.8,0.19381,0.57696,0.9618,0.746,0.87931,0.87483,0.87483,0.17451,1.59675,0.27418,0.000973861,0.000973861,0.000973861
44,26366.8,0.19971,0.53816,0.93065,0.74028,0.82581,0.79953,0.79953,0.1668,1.6908,0.27563,0.000957358,0.000957358,0.000957358
45,26382.7,0.16898,0.5029,0.9134,0.74641,0.83515,0.76784,0.76784,0.18655,1.72919,0.29291,0.000940855,0.000940855,0.000940855
46,26398.4,0.17619,0.71667,0.91781,0.8644,0.95127,0.94044,0.86869,0.28787,1.08462,0.35977,0.000924352,0.000924352,0.000924352
47,26414.5,0.17484,0.55862,0.95178,0.94327,0.96342,0.98284,0.95894,0.25747,0.88362,0.35842,0.000907848,0.000907848,0.000907848
48,26430.6,0.15643,0.57346,0.95726,0.76777,0.92958,0.87226,0.86875,0.20989,1.28048,0.31914,0.000891345,0.000891345,0.000891345
49,26446.9,0.17175,0.51025,0.93431,0.71726,0.84957,0.77416,0.77308,0.19708,1.80884,0.30347,0.000874842,0.000874842,0.000874842
50,26463.3,0.1648,0.4712,0.93159,0.722,0.65864,0.61488,0.60298,0.2663,2.495,0.41959,0.000858338,0.000858338,0.000858338
51,26479.8,0.13754,0.45921,0.92581,0.7201,0.69345,0.62517,0.60067,0.30198,2.44579,0.4715,0.000841835,0.000841835,0.000841835
52,26496.1,0.15247,0.56724,0.95021,0.86484,0.88072,0.9589,0.93019,0.31209,1.03229,0.47765,0.000825332,0.000825332,0.000825332
53,26511.9,0.36186,0.86592,1.19947,0.96191,0.9729,0.99121,0.95708,0.3351,0.71981,0.49789,0.000808828,0.000808828,0.000808828
54,26528.3,0.29167,0.70444,1.09018,0.99686,0.99394,0.995,0.9302,0.39002,0.70778,0.53329,0.000792325,0.000792325,0.000792325
55,26544.8,0.15879,0.60245,0.93488,0.99381,1,0.995,0.93966,0.35174,0.70446,0.49903,0.000775822,0.000775822,0.000775822
56,26561.3,0.14474,0.49256,0.94134,0.99507,1,0.995,0.96417,0.28034,0.67683,0.40747,0.000759318,0.000759318,0.000759318
57,26577.6,0.13752,0.44482,0.91327,0.99655,1,0.995,0.98777,0.23628,0.66315,0.36719,0.000742815,0.000742815,0.000742815
58,26599,0.12497,0.56797,0.92981,0.99797,1,0.995,0.995,0.20015,0.60729,0.32808,0.000726312,0.000726312,0.000726312
59,26616.2,0.13583,0.62649,0.95233,0.98999,0.99817,0.995,0.995,0.19251,0.58008,0.323,0.000709809,0.000709809,0.000709809
60,26632.8,0.1311,0.4325,0.9441,0.99269,1,0.995,0.995,0.19826,0.57816,0.33947,0.000693305,0.000693305,0.000693305
61,26648.6,0.14475,0.50369,0.94965,0.99412,1,0.995,0.995,0.2052,0.60548,0.35264,0.000676802,0.000676802,0.000676802
62,26664.7,0.13821,0.41304,0.96722,0.9481,1,0.995,0.98617,0.25755,0.66419,0.42839,0.000660299,0.000660299,0.000660299
63,26681.6,0.13139,0.4102,0.92421,0.93836,0.99855,0.995,0.96597,0.29194,0.66831,0.48348,0.000643795,0.000643795,0.000643795
64,26697.6,0.11576,0.39611,0.92269,0.9368,0.99512,0.995,0.94546,0.3288,0.61744,0.53695,0.000627292,0.000627292,0.000627292
65,26713.4,0.12538,0.39218,0.90559,0.9494,0.95134,0.99446,0.95101,0.32926,0.65432,0.52745,0.000610789,0.000610789,0.000610789
66,26729.3,0.12146,0.3732,0.91567,0.94182,0.93826,0.99004,0.97864,0.26763,0.66718,0.43996,0.000594286,0.000594286,0.000594286
67,26745.1,0.1548,0.45843,0.94975,0.95019,0.93186,0.99069,0.98351,0.24439,0.68698,0.41185,0.000577782,0.000577782,0.000577782
68,26761.1,0.12779,0.64619,0.91747,0.98239,0.96032,0.995,0.9858,0.23876,0.64783,0.39279,0.000561279,0.000561279,0.000561279
69,26776.9,0.11617,0.34741,0.89092,0.98094,1,0.995,0.98113,0.26647,0.60194,0.41301,0.000544776,0.000544776,0.000544776
70,26793,0.11136,0.40605,0.9308,0.97757,1,0.99446,0.98126,0.28473,0.64785,0.43245,0.000528272,0.000528272,0.000528272
71,26811.7,0.11271,0.36793,0.92096,0.97723,1,0.99446,0.98107,0.2871,0.65156,0.43287,0.000511769,0.000511769,0.000511769
72,26828.8,0.1198,0.3786,0.9049,0.9954,1,0.995,0.97688,0.28014,0.64553,0.41232,0.000495266,0.000495266,0.000495266
73,26845.1,0.11106,0.5235,0.90994,0.99704,1,0.995,0.98623,0.25118,0.66487,0.376,0.000478762,0.000478762,0.000478762
74,26862.7,0.11157,0.41098,0.93353,0.9951,1,0.995,0.97762,0.24675,0.65963,0.35073,0.000462259,0.000462259,0.000462259
75,26878.6,0.11339,0.46856,0.90443,0.99323,1,0.995,0.97376,0.25013,0.64674,0.3463,0.000445756,0.000445756,0.000445756
76,26893.8,0.11321,0.40995,0.90747,0.99538,1,0.995,0.98233,0.21061,0.61719,0.28848,0.000429253,0.000429253,0.000429253
77,26908.8,0.12193,0.39002,0.92195,0.99023,0.99891,0.995,0.98624,0.20399,0.62204,0.28499,0.000412749,0.000412749,0.000412749
78,26923.8,0.11326,0.38193,0.91653,0.99522,1,0.995,0.98738,0.22793,0.6145,0.32119,0.000396246,0.000396246,0.000396246
79,26938.7,0.11685,0.37014,0.88539,0.99702,1,0.995,0.98708,0.24505,0.59192,0.34489,0.000379743,0.000379743,0.000379743
80,26953.7,0.09095,0.31621,0.89711,0.99763,1,0.995,0.98843,0.2465,0.58978,0.35595,0.000363239,0.000363239,0.000363239
81,26969,0.09328,0.38041,0.90628,0.99772,1,0.995,0.99051,0.23445,0.58539,0.34637,0.000346736,0.000346736,0.000346736
82,26984.3,0.09439,0.33593,0.89836,0.99789,1,0.995,0.995,0.20911,0.55923,0.31457,0.000330233,0.000330233,0.000330233
83,26999.2,0.09378,0.31021,0.93748,0.99796,1,0.995,0.995,0.19955,0.53594,0.30165,0.000313729,0.000313729,0.000313729
84,27014.4,0.09425,0.34164,0.88383,0.99814,1,0.995,0.99201,0.18254,0.50767,0.27548,0.000297226,0.000297226,0.000297226
85,27029.5,0.11171,0.50442,0.90941,0.99816,1,0.995,0.99201,0.18088,0.50602,0.27076,0.000280723,0.000280723,0.000280723
86,27044.6,0.08704,0.3739,0.93736,0.99743,1,0.995,0.995,0.18125,0.54105,0.26825,0.00026422,0.00026422,0.00026422
87,27059.7,0.09579,0.33047,0.90755,0.99688,1,0.995,0.995,0.18532,0.56202,0.27309,0.000247716,0.000247716,0.000247716
88,27075,0.0887,0.32625,0.92582,0.99733,1,0.995,0.9935,0.19452,0.55266,0.28137,0.000231213,0.000231213,0.000231213
89,27090.3,0.12266,0.39091,0.90865,0.99817,1,0.995,0.995,0.19554,0.5443,0.28172,0.00021471,0.00021471,0.00021471
90,27105.6,0.09101,0.39679,0.90141,0.99809,1,0.995,0.995,0.20093,0.54,0.29024,0.000198206,0.000198206,0.000198206
91,27120.6,0.16307,0.96941,0.96802,0.99806,1,0.995,0.995,0.20714,0.56098,0.29988,0.000181703,0.000181703,0.000181703
92,27135.7,0.13777,0.67005,0.98768,0.99816,1,0.995,0.995,0.20984,0.56891,0.30693,0.0001652,0.0001652,0.0001652
93,27150.7,0.11088,0.86446,0.98188,0.9982,1,0.995,0.995,0.20371,0.55871,0.29716,0.000148696,0.000148696,0.000148696
94,27165.5,0.1133,0.75729,0.96783,0.99824,1,0.995,0.995,0.18936,0.5402,0.27364,0.000132193,0.000132193,0.000132193
95,27180.3,0.39264,0.84082,1.23697,0.99823,1,0.995,0.995,0.18676,0.55251,0.26983,0.00011569,0.00011569,0.00011569
96,27195.3,0.07555,0.36055,0.91108,0.99822,1,0.995,0.995,0.18496,0.58002,0.268,9.91865e-05,9.91865e-05,9.91865e-05
97,27210.2,0.06578,0.35097,0.8951,0.99822,1,0.995,0.995,0.18429,0.58426,0.27,8.26832e-05,8.26832e-05,8.26832e-05
98,27225,0.06504,0.34704,0.93785,0.99822,1,0.995,0.995,0.18144,0.59494,0.26707,6.61799e-05,6.61799e-05,6.61799e-05
99,27239.8,0.06214,0.33712,0.92515,0.99822,1,0.995,0.995,0.1819,0.60321,0.26642,4.96766e-05,4.96766e-05,4.96766e-05
100,27255.2,0.07942,0.36035,0.94504,0.99822,1,0.995,0.995,0.18096,0.61211,0.2663,3.31733e-05,3.31733e-05,3.31733e-05
