epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,405.007,0.2266,0.76183,0.97688,0.85453,0.5,0.40556,0.38193,0.39726,2.24454,0.6973,0.000990331,0.000990331,0.000990331
28,446.086,0.30526,0.89408,1.01211,0.8122,0.5,0.56929,0.4802,0.65823,2.33116,1.02368,0.00101377,0.00101377,0.00101377
29,457.153,0.26663,0.88193,0.99163,0.8122,0.5,0.56929,0.4802,0.65823,2.33116,1.02368,0.00103622,0.00103622,0.00103622
30,463.917,0.27794,0.84611,0.99772,0.64629,0.7471,0.74409,0.56814,0.65965,2.07568,0.89524,0.00105768,0.00105768,0.00105768
31,470.829,0.34928,0.89811,0.99223,0.77091,0.92809,0.945,0.80723,0.516,1.71152,0.65379,0.00107815,0.00107815,0.00107815
32,477.67,0.25858,0.78552,0.9758,0.98006,1,0.995,0.88086,0.46642,1.32785,0.55778,0.00109763,0.00109763,0.00109763
33,484.482,0.26959,0.79287,0.96237,0.98006,1,0.995,0.88086,0.46642,1.32785,0.55778,0.00111612,0.00111612,0.00111612
34,491.674,0.26178,0.7882,0.98086,0.95104,1,0.995,0.84002,0.6234,1.47364,0.79852,0.00112239,0.00112239,0.00112239
35,498.718,0.21745,0.81441,0.95887,0.92076,0.825,0.90149,0.74082,0.74905,1.98823,0.94518,0.00110589,0.00110589,0.00110589
36,505.607,0.22025,0.69009,0.9421,0.83498,0.775,0.85438,0.65254,0.88244,2.08609,1.0887,0.00108938,0.00108938,0.00108938
37,512.312,0.20768,0.73292,0.95003,0.83498,0.775,0.85438,0.65254,0.88244,2.08609,1.0887,0.00107288,0.00107288,0.00107288
38,519.092,0.19529,0.71488,0.92865,0.77746,0.94827,0.91333,0.68416,0.77099,1.95539,0.9336,0.00105638,0.00105638,0.00105638
39,526.177,0.24687,0.71027,0.98484,0.91009,0.93361,0.96125,0.78882,0.62417,1.8028,0.75642,0.00103987,0.00103987,0.00103987
40,533.095,0.19403,0.68752,0.93151,0.81011,0.94156,0.94548,0.68095,1.01436,2.17752,1.09962,0.00102337,0.00102337,0.00102337
41,540.011,0.18403,0.68564,0.94577,0.81011,0.94156,0.94548,0.68095,1.01436,2.17752,1.09962,0.00100687,0.00100687,0.00100687
42,546.86,0.20698,0.71544,0.99488,0.79908,1,0.92617,0.6594,1.02623,2.37897,1.21055,0.000990365,0.000990365,0.000990365
43,553.879,0.25479,0.65093,1.009,0.80769,0.98324,0.89295,0.64398,1.08149,2.34387,1.23894,0.000973861,0.000973861,0.000973861
44,560.818,0.2402,0.72071,1.02691,0.69766,1,0.83708,0.58093,1.28495,2.07431,1.3485,0.000957358,0.000957358,0.000957358
45,567.791,0.17075,0.68409,0.93429,0.69766,1,0.83708,0.58093,1.28495,2.07431,1.3485,0.000940855,0.000940855,0.000940855
46,574.877,0.18899,0.79016,0.94268,0.81598,1,0.92,0.68524,1.03743,1.95583,1.11647,0.000924352,0.000924352,0.000924352
47,581.938,0.19688,0.71205,0.96682,0.90578,0.97595,0.98591,0.74686,0.82791,1.64396,0.97296,0.000907848,0.000907848,0.000907848
48,589.08,0.20836,0.60965,0.95135,0.92081,1,0.995,0.8092,0.70597,1.44074,0.86814,0.000891345,0.000891345,0.000891345
49,596.083,0.24217,0.68506,0.9656,0.92081,1,0.995,0.8092,0.70597,1.44074,0.86814,0.000874842,0.000874842,0.000874842
50,603.12,0.15682,0.56382,0.94487,0.93621,1,0.98591,0.83026,0.6129,1.27343,0.7728,0.000858338,0.000858338,0.000858338
51,610.138,0.1817,0.61671,0.91849,0.94113,0.9,0.97437,0.84475,0.57943,1.26488,0.68824,0.000841835,0.000841835,0.000841835
52,617.03,0.18537,0.57472,0.91666,0.91478,0.94108,0.95941,0.81933,0.61675,1.33285,0.7644,0.000825332,0.000825332,0.000825332
53,623.807,0.16059,0.50958,0.88491,0.91478,0.94108,0.95941,0.81933,0.61675,1.33285,0.7644,0.000808828,0.000808828,0.000808828
54,630.629,0.18252,0.56654,0.91201,0.97094,0.85,0.93675,0.80007,0.67705,1.47762,0.82964,0.000792325,0.000792325,0.000792325
55,637.414,0.15912,0.61217,0.93123,0.93235,0.82791,0.92266,0.70731,0.89741,1.71057,0.99379,0.000775822,0.000775822,0.000775822
56,644.203,0.17641,0.59309,0.91956,0.67731,0.9,0.88221,0.61272,1.13862,1.98604,1.16126,0.000759318,0.000759318,0.000759318
57,651.072,0.18795,0.57588,0.92506,0.67731,0.9,0.88221,0.61272,1.13862,1.98604,1.16126,0.000742815,0.000742815,0.000742815
58,657.892,0.15652,0.70765,0.9186,0.87171,0.95,0.98346,0.58111,0.93517,2.13964,0.94998,0.000726312,0.000726312,0.000726312
59,664.881,0.19246,0.61555,0.96237,0.88013,0.98881,0.995,0.9403,0.43615,1.33166,0.55401,0.000709809,0.000709809,0.000709809
60,671.724,0.20836,0.59607,0.98074,0.96234,0.95999,0.995,0.95422,0.41434,1.20496,0.52288,0.000693305,0.000693305,0.000693305
61,678.393,0.18473,0.70464,0.98155,0.96234,0.95999,0.995,0.95422,0.41434,1.20496,0.52288,0.000676802,0.000676802,0.000676802
62,685.194,0.16177,0.69347,0.92932,0.98858,1,0.995,0.92491,0.38171,1.03203,0.49552,0.000660299,0.000660299,0.000660299
63,692.002,0.18155,0.64617,0.97007,0.991,1,0.995,0.93229,0.36112,0.97414,0.50002,0.000643795,0.000643795,0.000643795
64,698.753,0.20352,0.5528,0.9406,0.98637,1,0.995,0.93279,0.35581,0.95528,0.52069,0.000627292,0.000627292,0.000627292
65,705.586,0.17156,0.55019,0.91586,0.98637,1,0.995,0.93279,0.35581,0.95528,0.52069,0.000610789,0.000610789,0.000610789
66,712.421,0.19105,0.602,0.95223,0.98565,1,0.995,0.91312,0.34292,0.92498,0.50798,0.000594286,0.000594286,0.000594286
67,719.279,0.16593,0.52476,0.86942,0.98043,1,0.995,0.90639,0.35518,0.93987,0.51893,0.000577782,0.000577782,0.000577782
68,726.159,0.18408,0.61387,0.96023,0.97313,0.99436,0.995,0.9262,0.38318,0.95408,0.53156,0.000561279,0.000561279,0.000561279
69,732.977,0.15594,0.47291,0.92942,0.97313,0.99436,0.995,0.9262,0.38318,0.95408,0.53156,0.000544776,0.000544776,0.000544776
70,739.771,0.1489,0.57195,0.89734,0.97996,0.99259,0.995,0.90824,0.44126,0.95908,0.56437,0.000528272,0.000528272,0.000528272
71,746.579,0.14467,0.50626,0.91966,0.9828,1,0.995,0.91491,0.43538,0.97961,0.54479,0.000511769,0.000511769,0.000511769
72,753.542,0.15333,0.5124,0.9358,0.95885,1,0.995,0.91359,0.4281,1.00288,0.56809,0.000495266,0.000495266,0.000495266
73,760.292,0.13478,0.50139,0.94922,0.95885,1,0.995,0.91359,0.4281,1.00288,0.56809,0.000478762,0.000478762,0.000478762
74,767.113,0.14913,0.49023,0.91901,0.92207,1,0.995,0.89576,0.45323,1.0589,0.62438,0.000462259,0.000462259,0.000462259
75,774.01,0.13775,0.56938,0.91239,0.90265,0.99909,0.995,0.87715,0.47628,1.11267,0.65465,0.000445756,0.000445756,0.000445756
76,780.93,0.12033,0.42043,0.93873,0.97832,1,0.995,0.86611,0.48369,1.12415,0.65109,0.000429253,0.000429253,0.000429253
77,787.63,0.19087,0.59797,1.01378,0.97832,1,0.995,0.86611,0.48369,1.12415,0.65109,0.000412749,0.000412749,0.000412749
78,794.508,0.15331,0.44654,0.93763,0.97355,1,0.995,0.92356,0.40316,0.99086,0.56641,0.000396246,0.000396246,0.000396246
79,801.429,0.14697,0.54804,0.91528,0.98515,1,0.995,0.94234,0.35521,0.96314,0.49821,0.000379743,0.000379743,0.000379743
80,808.452,0.16159,0.57137,0.90786,0.98833,1,0.995,0.96429,0.30183,0.90926,0.42604,0.000363239,0.000363239,0.000363239
81,815.165,0.12874,0.73428,0.91564,0.98833,1,0.995,0.96429,0.30183,0.90926,0.42604,0.000346736,0.000346736,0.000346736
82,822.068,0.12933,0.45393,0.89576,0.99099,1,0.995,0.98002,0.27384,0.86684,0.39263,0.000330233,0.000330233,0.000330233
83,828.909,0.13312,0.53684,0.92479,0.99172,1,0.995,0.9843,0.24231,0.87596,0.36371,0.000313729,0.000313729,0.000313729
84,835.73,0.12532,0.48199,0.91058,0.99233,1,0.995,0.97019,0.24131,0.89676,0.36115,0.000297226,0.000297226,0.000297226
85,842.497,0.12401,0.42982,0.88692,0.99233,1,0.995,0.97019,0.24131,0.89676,0.36115,0.000280723,0.000280723,0.000280723
86,849.292,0.14193,0.49882,0.87673,0.9924,1,0.995,0.97512,0.23971,0.90572,0.35746,0.00026422,0.00026422,0.00026422
87,856.04,0.12648,0.44806,0.95942,0.9924,1,0.995,0.98503,0.24911,0.88545,0.36279,0.000247716,0.000247716,0.000247716
88,862.805,0.13711,0.50678,0.91709,0.99213,1,0.995,0.98502,0.25664,0.88742,0.37793,0.000231213,0.000231213,0.000231213
89,869.695,0.13995,0.5489,0.87844,0.99213,1,0.995,0.98502,0.25664,0.88742,0.37793,0.00021471,0.00021471,0.00021471
90,876.534,0.11084,0.42173,0.91941,0.9919,1,0.995,0.98503,0.25625,0.8997,0.38716,0.000198206,0.000198206,0.000198206
91,883.441,0.14344,1.46504,0.91302,0.99175,1,0.995,0.98503,0.25486,0.90095,0.39182,0.000181703,0.000181703,0.000181703
92,890.062,0.12896,1.23938,0.96902,0.9923,1,0.995,0.98503,0.2419,0.86558,0.37588,0.0001652,0.0001652,0.0001652
93,896.751,0.12625,1.64542,0.95317,0.9923,1,0.995,0.98503,0.2419,0.86558,0.37588,0.000148696,0.000148696,0.000148696
94,903.508,0.11347,1.36499,0.95245,0.99201,1,0.995,0.995,0.24049,0.82831,0.3713,0.000132193,0.000132193,0.000132193
95,910.318,0.1216,0.98481,0.92639,0.97963,1,0.995,0.99001,0.23924,0.81561,0.36138,0.00011569,0.00011569,0.00011569
96,917.1,0.15761,1.2889,1.01088,0.9835,1,0.995,0.98502,0.23417,0.8081,0.34952,9.91865e-05,9.91865e-05,9.91865e-05
97,923.761,0.17217,0.96511,1.01974,0.9835,1,0.995,0.98502,0.23417,0.8081,0.34952,8.26832e-05,8.26832e-05,8.26832e-05
98,930.631,0.11026,0.87924,0.96787,0.98468,1,0.995,0.99001,0.23245,0.81058,0.34515,6.61799e-05,6.61799e-05,6.61799e-05
99,937.361,0.11058,1.11111,0.96335,0.98441,1,0.995,0.99001,0.23563,0.80638,0.34809,4.96766e-05,4.96766e-05,4.96766e-05
100,944.119,0.09878,0.73571,0.95072,0.98428,1,0.995,0.99001,0.23852,0.80868,0.34991,3.31733e-05,3.31733e-05,3.31733e-05
